YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202303,176739,1078367,4,.62,"NW","IONA",38.5569,-87.4773,3833414,8728638
202303,176742,1074014,1,2.07,"N","ABERNATHY ARPT",35.18,-87.05,3510800,873000
202303,176742,1074015,1,1.49,"SSW","PROSPECT",35.01,-87.01,35600,87600
202303,176742,1074016,1,1.67,"W","NASHVILLE",36.17,-86.81,3610200,8648600
202303,176742,1074017,1,.45,"ENE","GOODLETTSVILLE",36.322,-86.7123,3619320,8642738
202303,176742,1074018,1,2.19,"SSW","MILLERSVILLE",36.3394,-86.71,3620364,8642600
202303,176742,1074019,1,0,"N","GOODLETTSVILLE",36.32,-86.72,3619200,8643200
202303,176742,1074020,1,3.41,"SSW","CORNERSVILLE",35.3231,-86.8688,3519386,8652128
202303,176742,1074021,1,.89,"NW","JEFFERSON",35.99,-86.48,3559400,8628800
202303,176742,1074022,1,.56,"W","IVY BLUFF",35.67,-86.06,3540200,863600
202303,176742,1074023,1,.56,"E","MONTEREY",36.15,-85.26,369000,8515600
202303,176742,1074024,1,2.11,"N","GUM SPGS",35.2305,-87.2981,3513830,8717886
202303,176772,1074046,1,.69,"S","HELENA",34.27,-81.63,3416200,8137800
202303,176772,1074047,1,1.08,"SSE","HELENA",34.2649,-81.6251,3415894,8137506
202303,176772,1074048,1,0,"N","POMARIA",34.27,-81.42,3416200,8125200
202303,176772,1074049,1,2.46,"SSW","MONTGOMERY",34.1001,-81.1534,346006,819204
202303,176772,1074050,1,.93,"ESE","BOUKNIGHT",33.7726,-81.8065,3346356,8148390
202303,176772,1074051,1,2.85,"W","PROVIDENCE",34.0199,-81.3197,341194,8119182
202303,176772,1074052,1,1.42,"N","(CAE)COLUMBIA METRO",33.9503,-81.1239,3357018,817434
202303,176772,1074054,1,2.27,"SE","HILTON",34.1078,-81.2708,346468,8116248
202303,176772,1074055,1,0,"N","(MMT)MC ENTIRE ANG",33.92,-80.8,3355200,8048000
202303,176772,1074056,1,0,"N","(CAE)COLUMBIA METRO",33.93,-81.12,3355800,817200
202303,176781,1074089,1,7.78,"SSW","MATAGORDA",28.5911,-95.9826,2835466,9558956
202303,176781,1074090,1,11.39,"SW","BUOY 42035",29.13,-94.55,297800,9433000
202303,176783,1074107,1,1.43,"W","LOCKINGTON",40.2021,-84.257,4012126,8415420
202303,176783,1074107,2,.31,"NW","LOCKINGTON",40.2033,-84.2341,4012198,8414046
202303,176783,1074107,3,1.24,"NW","LOCKINGTON",40.2143,-84.2441,4012858,8414646
202303,176783,1074107,4,1.9,"WNW","LOCKINGTON",40.214,-84.2609,4012840,8415654
202303,176783,1074108,1,2.07,"SW","NEW HAMPSHIRE",40.5269,-83.9752,4031614,8358512
202303,176783,1074108,2,1.05,"WSW","NEW KNOXVILLE",40.5156,-84.3391,4030936,8420346
202303,176783,1074108,3,2.45,"NW","GLYNWOOD",40.6085,-84.3478,4036510,8420868
202303,176783,1074108,4,2.34,"WSW","WAYNESFIELD",40.5862,-84.0207,4035172,841242
202303,176783,1074109,1,1.05,"W","PHILOTHEA",40.45,-84.67,4027000,8440200
202303,176783,1074109,2,.83,"WSW","PHILOTHEA",40.4473,-84.6655,4026838,8439930
202303,176783,1074109,3,.67,"WNW","PHILOTHEA",40.4532,-84.6621,4027192,8439726
202303,176783,1074109,4,1.05,"WNW","PHILOTHEA",40.4531,-84.6695,4027186,8440170
202303,176783,1074110,1,3.15,"W","CELINA",40.55,-84.63,4033000,8437800
202303,176783,1074110,2,3.19,"W","CELINA",40.5552,-84.6304,4033312,8437824
202303,176783,1074110,3,2.93,"W","CELINA",40.555,-84.6253,4033300,8437518
202303,176783,1074110,4,2.86,"W","CELINA",40.5511,-84.6246,4033066,8437476
202303,176783,1074111,1,2.61,"NW","SHADEVILLE",39.86,-83.03,3951600,831800
202303,176783,1074111,2,2.83,"ESE","GROVE CITY",39.867,-83.0295,3952020,831770
202303,176783,1074111,3,2.87,"NNW","SHADEVILLE",39.8669,-83.025,3952014,831500
202303,176783,1074111,4,2.52,"NNW","SHADEVILLE",39.8608,-83.0255,3951648,831530
202303,176783,1074112,1,2.14,"WNW","NEWPORT",39.8453,-83.5052,3950718,8330312
202303,176783,1074112,2,2.81,"E","NEWPORT",39.8377,-83.418,3950262,8325080
202303,176783,1074112,3,1.65,"ESE","LAFAYETTE",39.9177,-83.3734,3955062,8322404
202303,176783,1074112,4,.79,"SSW","SUMMERFORD",39.9189,-83.5035,3955134,8330210
202303,176783,1074114,1,.62,"SSW","LAKEVIEW VAN HORN AR",40.4916,-83.9239,4029496,8355434
202303,176783,1074114,2,.7,"SSW","LAKEVIEW VAN HORN AR",40.4903,-83.924,4029418,8355440
202303,176783,1074114,3,.66,"S","LAKEVIEW VAN HORN AR",40.4905,-83.9217,4029430,8355302
202303,176783,1074114,4,.57,"S","LAKEVIEW VAN HORN AR",40.4918,-83.9215,4029508,8355290
202303,176783,1074115,1,.87,"SE","MEDWAY",39.87,-83.99,3952200,8359400
202303,176783,1074115,2,.84,"S","MEDWAY",39.868,-83.9978,3952080,8359868
202303,176783,1074115,3,.39,"E","CRYSTAL LAKES",39.8802,-84.0126,3952812,84756
202303,176783,1074115,4,.47,"NW","MEDWAY",39.885,-84.0061,3953100,84366
202303,176783,1074115,5,.77,"ESE","MEDWAY",39.877,-83.986,3952620,8359160
202303,176783,1074118,1,2.34,"ENE","NICHOLSVILLE",38.959,-84.128,3857540,847680
202303,176783,1074118,2,1.75,"W","BETHEL",38.9731,-84.1123,3858386,846738
202303,176783,1074119,1,1.36,"SW","PRICETOWN",39.1159,-83.8178,396954,8349068
202303,176783,1074119,2,2.3,"WSW","CAREYTOWN",39.285,-83.6683,3917100,8340098
202303,176783,1074120,1,1.74,"N","WILLETTVILLE",39.2751,-83.7166,3916506,8342996
202303,176783,1074120,2,2.6,"NNE","WILLETTVILLE",39.2866,-83.7088,3917196,8342528
202303,176783,1074124,1,1.75,"ESE","WILLIAMSBURG",39.04,-84.02,392400,841200
202303,176783,1074125,1,1.28,"ENE","CROSSTOWN",39.09,-83.98,395400,8358800
202303,176783,1074126,1,.87,"SW","ST MARTIN",39.21,-83.89,3912600,8353400
202303,176783,1074132,1,3.25,"SW","MOORESVILLE",39.3037,-82.9203,3918222,8255218
202303,176783,1074896,1,.5,"N","CROSSWICK",39.5372,-84.0796,3932232,844776
202303,176783,1074896,2,1.44,"NNW","CROSSWICK",39.5475,-84.0946,3932850,845676
202303,176783,1074896,3,1.21,"WNW","CROSSWICK",39.5388,-84.0996,3932328,845976
202303,176783,1074896,4,.39,"W","CROSSWICK",39.5293,-84.0872,3931758,845232
202303,176783,1074898,1,2.55,"WNW","SINKING SPG",39.09,-83.42,395400,8325200
202303,176783,1074899,1,2.14,"E","HARRIETT",39.12,-83.46,397200,8327600
202303,176783,1074900,1,2.15,"W","SINKING SPG",39.07,-83.42,394200,8325200
202303,176783,1074901,1,2.25,"WNW","SINKING SPG",39.08,-83.42,394800,8325200
202303,176783,1074902,1,1.28,"ESE","MARSHALL",39.14,-83.46,398400,8327600
202303,176783,1074903,1,1.39,"WNW","FRANKFORT",39.4107,-83.2021,3924642,8312126
202303,176783,1074903,2,1.5,"ESE","AUSTIN",39.4211,-83.1944,3925266,8311664
202303,176784,1074104,1,0,"N","VEVAY",38.75,-85.07,3845000,854200
202303,176785,1074105,1,2.17,"E","CINCINNATI",39.1206,-84.5096,397236,8430576
202303,176786,1074137,1,2.82,"S","NAPOLEON",39.16,-85.34,399600,8520400
202303,176786,1074137,2,2.44,"SE","HOLTON",39.0432,-85.3503,392592,8521018
202303,176786,1074137,3,1.68,"ENE","CORRECT",39.0314,-85.2525,391884,8515150
202303,176786,1074137,4,.85,"NE","DELAWARE",39.1396,-85.2101,398376,8512606
202303,176786,1074138,1,2.33,"SSW","CONNERSVILLE",39.62,-85.15,3937200,859000
202303,176786,1074138,2,2.54,"NNE","NULLTOWN",39.6145,-85.1532,3936870,859192
202303,176786,1074138,3,2.51,"NNE","NULLTOWN",39.6129,-85.1499,3936774,858994
202303,176786,1074138,4,2.32,"SSW","CONNERSVILLE",39.6183,-85.1444,3937098,858664
202303,176786,1074139,1,1.78,"SSE","CONNERSVILLE ARPT",39.6753,-85.1204,3940518,857224
202303,176786,1074139,2,1.4,"S","CONNERSVILLE ARPT",39.6801,-85.1254,3940806,857524
202303,176786,1074139,3,.63,"SE","CONNERSVILLE ARPT",39.693,-85.1223,3941580,857338
202303,176786,1074139,4,1.03,"SW","WATERLOO",39.6905,-85.115,3941430,856900
202303,176786,1074140,1,1.11,"NW","CONNERSVILLE ARPT",39.7101,-85.1463,3942606,858778
202303,176786,1074140,2,1.03,"WNW","CONNERSVILLE ARPT",39.7069,-85.1471,3942414,858826
202303,176786,1074140,3,.57,"NW","CONNERSVILLE ARPT",39.7066,-85.1363,3942396,858178
202303,176786,1074140,4,.72,"NNW","CONNERSVILLE ARPT",39.7092,-85.1363,3942552,858178
202303,176786,1074142,1,1.74,"NE","FOUNTAIN CITY",39.9697,-84.8996,3958182,8453976
202303,176786,1074142,2,1.61,"NNE","FOUNTAIN CITY",39.9707,-84.9063,3958242,8454378
202303,176786,1074142,3,3.03,"NNE","FOUNTAIN CITY",39.9909,-84.8993,3959454,8453958
202303,176786,1074142,4,3.09,"NNE","FOUNTAIN CITY",39.9893,-84.8922,3959358,8453532
202303,176786,1074143,1,2.28,"NNE","FOUNTAIN CITY",39.9824,-84.9113,3958944,8454678
202303,176786,1074143,2,2.42,"N","FOUNTAIN CITY",39.9844,-84.9112,3959064,8454672
202303,176786,1074143,3,2.53,"NNE","FOUNTAIN CITY",39.9843,-84.9035,3959058,8454210
202303,176786,1074143,4,2.34,"NNE","FOUNTAIN CITY",39.9814,-84.9037,3958884,8454222
202303,176786,1074144,1,1.56,"WSW","RICHMOND",39.8178,-84.9247,3949068,8455482
202303,176786,1074144,2,1.65,"WSW","EAST RICHMOND ARPT",39.8078,-84.8568,3948468,8451408
202303,176786,1074144,3,.87,"ESE","SPRING GROVE",39.8447,-84.8652,3950682,8451912
202303,176786,1074144,4,1.94,"NW","RICHMOND",39.8523,-84.9223,3951138,8455338
202303,176786,1074145,1,1.9,"NE","DUNLAPSVILLE",39.6153,-84.9704,3936918,8458224
202303,176786,1074145,2,1.39,"SSW","CLIFTON",39.6632,-84.9643,3939792,8457858
202303,176786,1074145,3,1.74,"SW","KITCHELL",39.6637,-84.8949,3939822,8453694
202303,176786,1074145,4,.75,"WSW","LOTUS",39.6142,-84.8918,3936852,8453508
202303,176788,1074135,1,.54,"E","SWEET OWEN",38.55,-84.74,3833000,8444400
202303,176789,1085239,1,.54,"W","SHERIDAN",38.47,-123.04,3828200,1232400
202303,176789,1085240,1,.88,"SW","SAUSALITO",37.84,-122.49,3750400,12229400
202303,176789,1085241,1,1.1,"E","BURBANK",37.33,-121.9,3719800,12154000
202303,176789,1085263,1,1.19,"N","SOQUEL",36.9971,-121.9523,3659826,12157138
202303,176789,1085263,2,1.18,"N","SOQUEL",36.9969,-121.9524,3659814,12157144
202303,176789,1085263,3,1.17,"N","SOQUEL",36.9969,-121.9523,3659814,12157138
202303,176789,1085263,4,1.18,"N","SOQUEL",36.997,-121.9521,3659820,12157126
202303,176789,1085264,1,1.18,"WSW","ELMHURST",37.7452,-122.1906,3744712,12211436
202303,176789,1085264,2,1.21,"WSW","ELMHURST",37.7442,-122.191,3744652,12211460
202303,176789,1085264,3,1.17,"WSW","ELMHURST",37.7429,-122.1894,3744574,12211364
202303,176789,1085264,4,1.11,"WSW","ELMHURST",37.7435,-122.1886,3744610,12211316
202303,176789,1085274,1,.44,"W","CARNADERO",36.9805,-121.558,3658830,12133480
202303,176789,1085274,2,.43,"SW","CARNADERO",36.9759,-121.5559,3658554,12133354
202303,176789,1085274,3,.39,"SW","CARNADERO",36.9762,-121.5551,3658572,12133306
202303,176789,1085274,4,.39,"W","CARNADERO",36.9805,-121.557,3658830,12133420
202303,176789,1085275,1,0,"N","CHUALAR",36.57,-121.52,3634200,12131200
202303,176789,1085275,2,1.11,"SE","CHUALAR",36.5576,-121.5072,3633456,12130432
202303,176789,1085275,3,1.1,"SE","CHUALAR",36.5585,-121.5063,3633510,12130378
202303,176789,1085275,4,1.68,"SE","SPENCE",36.6014,-121.5505,3636084,12133030
202303,176789,1085275,5,1.19,"SE","SPENCE",36.6061,-121.5574,3636366,12133444
202303,176789,1085275,6,1.21,"SE","SPENCE",36.6055,-121.5578,3636330,12133468
202303,176789,1085277,1,3.17,"ENE","PAJARO",36.9107,-121.6943,3654642,12141658
202303,176789,1085277,2,1,"NE","PAJARO",36.9085,-121.7353,3654510,12144118
202303,176789,1085277,3,.69,"NNE","PAJARO",36.9095,-121.7458,3654570,12144748
202303,176789,1085277,4,.4,"W","PAJARO",36.9005,-121.7573,3654030,12145438
202303,176789,1085277,5,.71,"SW","PAJARO",36.8942,-121.7606,3653652,12145636
202303,176789,1085277,6,1.87,"SW","PAJARO",36.8825,-121.7759,3652950,12146554
202303,176789,1085277,7,2.14,"WSW","PAJARO",36.8858,-121.7844,3653148,12147064
202303,176789,1085277,8,3.65,"SW","PAJARO",36.8681,-121.8027,3652086,12148162
202303,176973,1075435,1,1.18,"ESE","ETHRIDGE",35.316,-87.2997,3518960,8717982
202303,176973,1075435,2,1.12,"ESE","ETHRIDGE",35.3152,-87.301,3518912,8718060
202303,176973,1075435,3,1.3,"ESE","ETHRIDGE",35.3133,-87.2985,3518798,8717910
202303,176973,1075435,4,1.32,"ESE","ETHRIDGE",35.3142,-87.2977,3518852,8717862
202303,176998,1081138,1,0,"N","QUAKER",38.05,-82.43,383000,8225800
202303,176998,1081139,1,0,"N","TRIPP",37.93,-82.48,3755800,8228800
202303,176999,1075527,1,.69,"S","WURTLAND",38.54,-82.77,3832400,8246200
202303,176999,1075528,1,1.48,"NNW","ORR",38.15,-82.89,389000,8253400
202303,176999,1075529,1,.69,"N","ROCKDALE",38.43,-82.68,3825800,8240800
202303,177043,1075941,1,1.74,"NW","HAMMOND",36.7896,-119.7999,3647376,11947994
202303,177043,1075941,2,1.73,"NW","HAMMOND",36.7893,-119.7999,3647358,11947994
202303,177043,1075941,3,1.74,"NW","HAMMOND",36.7893,-119.8003,3647358,11948018
202303,177043,1075941,4,1.76,"NW","HAMMOND",36.7896,-119.8003,3647376,11948018
202303,177043,1075943,1,1.23,"WSW","FIG GARDEN",36.8229,-119.8404,3649374,11950424
202303,177043,1075943,2,1.22,"WSW","FIG GARDEN",36.8233,-119.8403,3649398,11950418
202303,177043,1075943,3,1.23,"WSW","FIG GARDEN",36.8234,-119.8407,3649404,11950442
202303,177043,1075943,4,1.24,"WSW","FIG GARDEN",36.8229,-119.8407,3649374,11950442
202303,177043,1075944,1,3.41,"N","RAISIN CITY",36.6486,-119.8892,3638916,11953352
202303,177043,1075944,2,3.43,"N","RAISIN CITY",36.6487,-119.8882,3638922,11953292
202303,177043,1075944,3,3.38,"N","RAISIN CITY",36.6481,-119.8883,3638886,11953298
202303,177043,1075944,4,3.38,"N","RAISIN CITY",36.6481,-119.8891,3638886,11953346
202303,177043,1075945,1,.93,"WNW","CLARKS CORNER",36.6043,-119.396,3636258,11923760
202303,177043,1075945,2,.8,"WNW","CLARKS CORNER",36.6045,-119.3934,3636270,11923604
202303,177043,1075945,3,.77,"WNW","CLARKS CORNER",36.6033,-119.3933,3636198,11923598
202303,177043,1075945,4,.91,"WNW","CLARKS CORNER",36.6036,-119.3958,3636216,11923748
202303,177043,1075946,1,7.22,"E","GREGG",36.89,-119.8,3653400,11948000
202303,177043,1075946,2,7.17,"E","GREGG",36.892,-119.8011,3653520,11948066
202303,177043,1075946,3,7.41,"E","GREGG",36.8933,-119.797,3653598,11947820
202303,177043,1075946,4,7.45,"E","GREGG",36.8908,-119.7958,3653448,11947748
202303,177043,1075947,1,3.42,"ESE","MELVIN",36.8088,-119.6099,3648528,11936594
202303,177043,1075947,2,3.4,"E","MELVIN",36.8127,-119.6092,3648762,11936552
202303,177043,1075947,3,3.26,"E","MELVIN",36.8132,-119.6118,3648792,11936708
202303,177043,1075947,4,3.28,"ESE","MELVIN",36.8094,-119.6122,3648564,11936732
202303,177043,1075948,1,3.68,"SSW","MARSHALL STATION",36.9692,-119.59,3658152,11935400
202303,177043,1075948,2,3.75,"SSW","MARSHALL STATION",36.9681,-119.5901,3658086,11935406
202303,177043,1075948,3,3.71,"SSW","MARSHALL STATION",36.9685,-119.5888,3658110,11935328
202303,177043,1075948,4,3.65,"SSW","MARSHALL STATION",36.9694,-119.5891,3658164,11935346
202303,177043,1075949,1,.91,"SSW","NIPINNAWASSEE",37.3885,-119.738,3723310,11944280
202303,177043,1075949,2,1.05,"SSW","NIPINNAWASSEE",37.3863,-119.738,3723178,11944280
202303,177043,1075949,3,1.01,"SSW","NIPINNAWASSEE",37.3863,-119.7363,3723178,11944178
202303,177043,1075949,4,.86,"SSW","NIPINNAWASSEE",37.3886,-119.7363,3723316,11944178
202303,177063,1075963,1,3.31,"NW","TRAVER",36.4885,-119.5153,3629310,11930918
202302,178141,1083567,1,2.46,"W","SANTEETLAH",35.344,-83.893,3520640,8353580
202302,178141,1083567,2,1.18,"W","MILLTOWN",35.32,-83.841,3519200,8350460
202302,178143,1083571,1,1.28,"ESE","WATKINS",35.1428,-91.4591,358568,9127546
202302,178143,1083571,2,2.56,"NE","GEORGETOWN",35.1443,-91.4158,358658,9124948
202302,178143,1083571,3,2.97,"SE","GEORGETOWN",35.0851,-91.4191,355106,9125146
202302,178143,1083571,4,2.9,"SW","GEORGETOWN",35.089,-91.4845,355340,9129070
202302,178143,1083573,1,1.77,"NNW","DES ARC",34.9948,-91.5076,3459688,9130456
202302,178143,1083573,2,2.26,"NE","DES ARC",34.9968,-91.4772,3459808,9128632
202302,178143,1083573,3,2.17,"E","HARRYS",34.9504,-91.4618,3457024,9127708
202302,178143,1083573,4,.4,"W","HARRYS",34.9501,-91.507,3457006,9130420
202302,178186,1083894,1,.41,"SSW","ELKADER",42.845,-91.4043,4250700,9124258
202302,178186,1083894,2,.5,"SSE","ELKADER",42.8429,-91.398,4250574,9123880
202302,178186,1083894,3,.52,"SSE","ELKADER",42.843,-91.3965,4250580,9123790
202302,178186,1083894,4,.55,"SSE","ELKADER",42.8425,-91.3962,4250550,9123772
202302,178186,1083894,5,.57,"S","ELKADER",42.8417,-91.3994,4250502,9123964
202302,178186,1083894,6,.5,"SSW","ELKADER",42.8434,-91.404,4250604,9124240
202302,178186,1083894,7,.46,"SW","ELKADER",42.8445,-91.4052,4250670,9124312
202302,178186,1083896,1,.6,"N","GARBER",42.7386,-91.2686,4244316,9116116
202302,178186,1083896,2,.93,"NE","GARBER",42.7411,-91.2597,4244466,9115582
202302,178186,1083896,3,1.13,"NNE","GARBER",42.7437,-91.258,4244622,9115480
202302,178186,1083896,4,1.15,"NE","GARBER",42.7436,-91.257,4244616,9115420
202302,178186,1083896,5,.92,"NE","GARBER",42.7404,-91.2586,4244424,9115516
202302,178186,1083896,6,.59,"NNE","GARBER",42.7379,-91.2655,4244274,9115930
202302,178186,1083896,7,.53,"N","GARBER",42.7377,-91.269,4244262,9116140
202302,178186,1083896,8,.61,"N","GARBER",42.7389,-91.2701,4244334,9116206
202302,178186,1083898,1,1.56,"ESE","ELDORADO",43.0422,-91.8211,432532,9149266
202302,178186,1083898,2,1.87,"E","ELDORADO",43.05,-91.813,433000,9148780
202302,178186,1083898,3,2.11,"ENE","ELDORADO",43.0577,-91.8095,433462,9148570
202302,178186,1083898,4,2.2,"ENE","ELDORADO",43.0642,-91.8109,433852,9148654
202302,178186,1083898,5,2.52,"ENE","ELDORADO",43.0655,-91.8048,433930,9148288
202302,178186,1083898,6,2.29,"ENE","ELDORADO",43.0568,-91.8056,433408,9148336
202302,178186,1083898,7,1.97,"ESE","ELDORADO",43.0444,-91.8118,432664,9148708
202302,178186,1083898,8,1.69,"ESE","ELDORADO",43.0397,-91.8196,432382,9149176
202302,178186,1083901,1,.59,"WNW","LITTLEPORT",42.7517,-91.3814,4245102,9122884
202302,178186,1083901,2,.29,"N","LITTLEPORT",42.7542,-91.369,4245252,9122140
202302,178186,1083901,3,.48,"NE","LITTLEPORT",42.7552,-91.3638,4245312,9121828
202302,178186,1083901,4,.7,"NE","LITTLEPORT",42.7571,-91.3601,4245426,9121606
202302,178186,1083901,5,.69,"NE","LITTLEPORT",42.7567,-91.36,4245402,9121600
202302,178186,1083901,6,.45,"NE","LITTLEPORT",42.7546,-91.3637,4245276,9121822
202302,178186,1083901,7,.17,"NNW","LITTLEPORT",42.7524,-91.3711,4245144,9122266
202302,178186,1083901,8,.61,"W","LITTLEPORT",42.7511,-91.382,4245066,9122920
202302,178188,1083908,1,.36,"ENE","BURTON",42.7225,-90.8137,4243350,9048822
202302,178188,1083908,2,.24,"NE","BURTON",42.7226,-90.8169,4243356,9049014
202302,178188,1083908,3,.12,"NNE","BURTON",42.7217,-90.8193,4243302,9049158
202302,178188,1083908,4,.14,"ENE","BURTON",42.7209,-90.8176,4243254,9049056
202302,178188,1083908,5,.28,"ENE","BURTON",42.7215,-90.8149,4243290,9048894
202302,178188,1083908,6,.31,"ESE","BURTON",42.7191,-90.814,4243146,9048840
202302,178188,1083908,7,.36,"E","BURTON",42.7193,-90.8129,4243158,9048774
202302,178188,1083908,8,.34,"ENE","BURTON",42.7211,-90.8135,4243266,9048810
202302,178196,1083986,1,3.53,"NE","ROSE HILL",37.61,-97.09,3736600,975400
202302,178196,1083988,1,.88,"NE","AUGUSTA",37.69,-96.97,3741400,9658200
202302,178196,1083992,1,2.6,"WSW","WINFIELD",37.23,-97.02,3713800,971200
202302,178196,1083994,1,6.93,"S","ANTHONY",37.05,-98.04,373000,982400
202302,178196,1083995,1,6.03,"NW","CLEARWATER",37.56,-97.58,3733600,9734800
202302,178196,1083996,1,.55,"W","(ICT)WICHITA ARPT",37.65,-97.44,3739000,9726400
202302,178196,1083997,1,0,"N","(IAB) MCCONNELL ARPT",37.62,-97.27,3737200,9716200
202302,178196,1084001,1,2.14,"SW","YATES CENTER",37.86,-95.76,3751600,9545600
202302,178226,1084301,1,1.21,"WNW","HEWITT",34.2281,-118.3887,3413686,11823322
202302,178226,1084301,2,1.08,"WNW","HEWITT",34.2275,-118.3865,3413650,11823190
202302,178226,1084301,3,1.04,"WNW","HEWITT",34.2257,-118.3869,3413542,11823214
202302,178226,1084301,4,1.14,"WNW","HEWITT",34.2257,-118.3888,3413542,11823328
202302,178226,1084302,1,2.31,"W","LIVE OAKS ACRES",34.4202,-119.3406,3425212,11920436
202302,178226,1084302,2,2.14,"W","LIVE OAKS ACRES",34.4191,-119.3375,3425146,11920250
202302,178226,1084302,3,2.22,"W","LIVE OAKS ACRES",34.4182,-119.3389,3425092,11920334
202302,178226,1084302,4,2.31,"W","LIVE OAKS ACRES",34.4187,-119.3404,3425122,11920424
202302,178226,1084316,1,1.82,"SW","SAN FERNANDO",34.2801,-118.4708,3416806,11828248
202302,178226,1084316,2,1.98,"SW","SAN FERNANDO",34.2778,-118.472,3416668,11828320
202302,178226,1084316,3,1.87,"SSW","SAN FERNANDO",34.2761,-118.4653,3416566,11827918
202302,178226,1084316,4,1.66,"SSW","SAN FERNANDO",34.2796,-118.4654,3416776,11827924
202302,178226,1084319,1,4.86,"S","BICKNELL",34.7601,-120.3913,3445606,12023478
202302,178226,1084319,2,5.19,"S","BICKNELL",34.7551,-120.3919,3445306,12023514
202302,178226,1084319,3,5.25,"S","BICKNELL",34.7549,-120.3853,3445294,12023118
202302,178226,1084319,4,4.94,"S","BICKNELL",34.7594,-120.3863,3445564,12023178
202302,178226,1084320,1,66.39,"E","WAVE",34.4397,-118.3376,3426382,11820256
202302,178226,1084320,2,66.79,"E","WAVE",34.4397,-118.3305,3426382,11819830
202302,178226,1084320,3,66.71,"E","WAVE",34.4348,-118.3317,3426088,11819902
202302,178226,1084320,4,66.33,"E","WAVE",34.4355,-118.3383,3426130,11820298
202302,178226,1084322,1,2.74,"SSE","HONBY",34.3814,-118.4689,3422884,11828134
202302,178226,1084322,2,3.08,"SSE","HONBY",34.3772,-118.4647,3422632,11827882
202302,178226,1084322,3,3.15,"S","HONBY",34.3752,-118.4701,3422512,11828206
202302,178226,1084322,4,2.86,"S","HONBY",34.3791,-118.4725,3422746,11828350
202302,178226,1084324,1,2.07,"S","NORTH HOLLYWOOD",34.1403,-118.3647,348418,11821882
202302,178226,1084324,2,2.06,"ESE","STUDIO CITY",34.1384,-118.3668,348304,11822008
202302,178226,1084324,3,1.98,"WNW","UNIVERSAL CITY",34.1368,-118.3637,348208,11821822
202302,178226,1084324,4,1.9,"WNW","UNIVERSAL CITY",34.1393,-118.3614,348358,11821684
202302,178226,1084327,1,3.16,"ENE","OJAI",34.4709,-119.2007,3428254,11912042
202302,178226,1084327,2,3.2,"ENE","OJAI",34.4709,-119.1999,3428254,11911994
202302,178226,1084327,3,3.15,"ENE","OJAI",34.4702,-119.2003,3428212,11912018
202302,178226,1084327,4,3.14,"ENE","OJAI",34.4705,-119.2009,3428230,11912054
202302,178226,1084328,1,1.71,"N","UNIVERSAL CITY",34.1546,-118.3322,349276,11819932
202302,178226,1084328,2,1.18,"N","UNIVERSAL CITY",34.1471,-118.3294,348826,11819764
202302,178226,1084328,3,1.6,"NNE","UNIVERSAL CITY",34.1519,-118.3209,349114,11819254
202302,178226,1084328,4,1.87,"NNE","UNIVERSAL CITY",34.1564,-118.323,349384,11819380
202302,178226,1084329,1,2.15,"NNW","CERRITOS",33.91,-117.98,3354600,11758800
202302,178226,1084329,2,2.08,"NNW","CERRITOS",33.909,-117.9799,3354540,11758794
202302,178229,1084312,1,1.14,"ENE","PANAMINT SPG",36.3344,-117.4502,3620064,11727012
202302,178229,1084312,2,4.89,"E","PANAMINT SPG",36.3393,-117.3828,3620358,11722968
202302,178229,1084312,3,4.95,"ENE","PANAMINT SPG",36.3466,-117.3834,3620796,11723004
202302,178229,1084312,4,1.29,"NE","PANAMINT SPG",36.3414,-117.4516,3620484,11727096
202302,178231,1084292,1,2.66,"NNW","LOCO STATION",36.2342,-117.9921,3614052,11759526
202302,178231,1084292,2,6.4,"NE","OLANCHA",36.3401,-117.9125,3620406,11754750
202302,178231,1084292,3,2.14,"N","CARTAGO",36.351,-118.0313,3621060,1181878
202302,178231,1084292,4,.94,"SSW","CARTAGO",36.3083,-118.0385,3618498,1182310
202302,178254,1084246,1,.69,"S","ATLANTA HARTSFIELD I",33.64,-84.43,3338400,8425800
202302,178254,1084252,1,1.77,"N","LA GRANGE CALLAWY AR",33.0252,-85.0644,331512,853864
202302,178254,1084252,2,1.45,"NW","KNOTT",33.0445,-84.9681,332670,8458086
202304,177702,1080800,1,1.59,"W","CALVERT",39.7,-76.01,3942000,76600
202304,177702,1080800,2,.87,"NW","PLEASANT HILL",39.68,-75.91,3940800,7554600
202304,177702,1080803,1,1.59,"W","CALVERT",39.7,-76.01,3942000,76600
202304,177702,1080805,1,1.01,"WNW","SWAN CREEK",39.5271,-76.1465,3931626,768790
202304,177702,1080806,1,.88,"SE","HAVRE DE GRACE",39.5398,-76.09,3932388,765400
202304,177702,1080807,1,1.29,"WNW","EDER",39.6302,-75.9204,3937812,7555224
202304,177702,1080808,1,.69,"SSW","CHILDS",39.6405,-75.8842,3938430,7553052
202304,177702,1080809,1,.75,"WSW","BACON HILL",39.5972,-75.9136,3935832,7554816
202304,177702,1080810,1,.92,"NW","APPEAL",38.3793,-76.4623,3822758,7627738
202304,177702,1080811,1,.76,"W","PATUXENT RIVER",38.2786,-76.4139,3816716,7624834
